[LINE:2]# [2019-10-11 15:39:00,791]  Started
[LINE:14]# [2019-10-11 18:27:46,195]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:27:55,834]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:28:05,486]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:28:15,126]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:28:24,769]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:28:34,442]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:28:44,127]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:28:53,803]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:29:03,499]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:29:13,166]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:29:22,842]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:29:32,513]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:29:42,182]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:29:51,052]  Ошибка SGDClassifier: 10.05% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:29:59,927]  Ошибка SGDClassifier: 27.49% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:30:08,829]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:30:17,692]  Ошибка SGDClassifier: 8.32% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:30:26,578]  Ошибка SGDClassifier: 12.31% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:30:35,482]  Ошибка SGDClassifier: 13.67% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:30:44,375]  Ошибка SGDClassifier: 12.62% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:30:53,273]  Ошибка SGDClassifier: 13.06% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:31:02,211]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:31:11,181]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:31:20,142]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:31:29,055]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:31:37,918]  Ошибка SGDClassifier: 10.19% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:31:46,777]  Ошибка SGDClassifier: 27.49% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:31:55,685]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:32:04,562]  Ошибка SGDClassifier: 8.25% with params {'loss': 'epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:32:13,434]  Ошибка SGDClassifier: 13.93% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:32:22,311]  Ошибка SGDClassifier: 27.51% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:32:31,217]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:32:40,122]  Ошибка SGDClassifier: 11.88% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:32:48,999]  Ошибка SGDClassifier: 11.35% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:32:57,872]  Ошибка SGDClassifier: 11.25% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:33:06,756]  Ошибка SGDClassifier: 10.94% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:33:15,637]  Ошибка SGDClassifier: 11.39% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:33:24,562]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:33:33,488]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:33:42,428]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:33:51,326]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:34:00,196]  Ошибка SGDClassifier: 13.98% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:34:09,069]  Ошибка SGDClassifier: 27.51% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:34:17,972]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:34:26,848]  Ошибка SGDClassifier: 12.31% with params {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:34:36,371]  Ошибка SGDClassifier: 21.33% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:34:45,944]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:34:55,561]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:35:05,071]  Ошибка SGDClassifier: 19.80% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:35:14,564]  Ошибка SGDClassifier: 19.43% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:35:24,047]  Ошибка SGDClassifier: 19.64% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:35:33,527]  Ошибка SGDClassifier: 19.57% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:35:43,005]  Ошибка SGDClassifier: 19.36% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:35:52,674]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:36:02,362]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:36:12,032]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:36:21,626]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:36:31,136]  Ошибка SGDClassifier: 20.96% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:36:40,687]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:36:50,313]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:36:59,816]  Ошибка SGDClassifier: 19.90% with params {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:37:09,465]  Ошибка SGDClassifier: 19.68% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:37:19,079]  Ошибка SGDClassifier: 27.51% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:37:28,718]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:37:38,350]  Ошибка SGDClassifier: 18.23% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:37:47,970]  Ошибка SGDClassifier: 18.41% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:37:57,599]  Ошибка SGDClassifier: 18.20% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:38:07,218]  Ошибка SGDClassifier: 18.42% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:38:16,831]  Ошибка SGDClassifier: 18.53% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:38:26,501]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:38:36,177]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:38:45,861]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:38:55,479]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:39:05,129]  Ошибка SGDClassifier: 20.06% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:39:14,749]  Ошибка SGDClassifier: 27.51% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:39:24,396]  Ошибка SGDClassifier: 27.56% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:39:34,037]  Ошибка SGDClassifier: 17.97% with params {'loss': 'epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:39:42,936]  Ошибка SGDClassifier: 8.18% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:39:51,841]  Ошибка SGDClassifier: 15.93% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:40:00,758]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:40:09,647]  Ошибка SGDClassifier: 8.50% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:40:18,560]  Ошибка SGDClassifier: 66.32% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:40:27,485]  Ошибка SGDClassifier: 69.37% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:40:36,414]  Ошибка SGDClassifier: 69.32% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:40:45,328]  Ошибка SGDClassifier: 69.11% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:40:54,255]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:41:03,189]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:41:12,125]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:41:21,046]  Ошибка SGDClassifier: 27.51% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:41:29,943]  Ошибка SGDClassifier: 8.11% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:41:38,857]  Ошибка SGDClassifier: 16.14% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:41:47,785]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:41:56,684]  Ошибка SGDClassifier: 8.32% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:42:05,583]  Ошибка SGDClassifier: 9.18% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:42:14,515]  Ошибка SGDClassifier: 16.51% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:42:23,428]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:42:32,337]  Ошибка SGDClassifier: 8.11% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:42:41,263]  Ошибка SGDClassifier: 79.87% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:42:50,193]  Ошибка SGDClassifier: 77.54% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:42:59,128]  Ошибка SGDClassifier: 57.83% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:43:08,066]  Ошибка SGDClassifier: 65.73% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:43:17,004]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:43:25,949]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:43:34,890]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:43:43,817]  Ошибка SGDClassifier: 27.51% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:43:52,715]  Ошибка SGDClassifier: 8.92% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:44:01,626]  Ошибка SGDClassifier: 16.79% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:44:10,537]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:44:19,451]  Ошибка SGDClassifier: 8.38% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:44:29,125]  Ошибка SGDClassifier: 12.78% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:44:38,844]  Ошибка SGDClassifier: 20.29% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:44:48,546]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:44:58,196]  Ошибка SGDClassifier: 11.07% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:45:07,918]  Ошибка SGDClassifier: 79.24% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:45:17,626]  Ошибка SGDClassifier: 62.41% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:45:27,342]  Ошибка SGDClassifier: 72.33% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:45:37,070]  Ошибка SGDClassifier: 69.25% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:45:46,775]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:45:56,455]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:46:06,135]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:46:15,848]  Ошибка SGDClassifier: 27.55% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:46:25,533]  Ошибка SGDClassifier: 12.38% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:46:35,263]  Ошибка SGDClassifier: 20.20% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:46:44,944]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:46:54,582]  Ошибка SGDClassifier: 10.80% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:47:04,385]  Ошибка SGDClassifier: 10.74% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:47:14,148]  Ошибка SGDClassifier: 17.87% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:47:23,856]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:47:33,655]  Ошибка SGDClassifier: 9.89% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:47:43,387]  Ошибка SGDClassifier: 60.61% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:47:53,099]  Ошибка SGDClassifier: 58.78% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:48:02,813]  Ошибка SGDClassifier: 79.82% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:48:12,545]  Ошибка SGDClassifier: 79.58% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:48:22,256]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:48:31,942]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:48:41,629]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:48:51,356]  Ошибка SGDClassifier: 27.51% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:49:01,156]  Ошибка SGDClassifier: 10.71% with params {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.1}
